index,time,type,process,f,value,error,time_seconds,time_diff_seconds
700,4742548423,ok,0.0,read,1,,4.742548423,0.00026106400000003305
701,4742641528,invoke,3.0,read,1,,4.742641528,9.310500000037081e-05
702,4745006222,ok,1.0,read,1,,4.745006222,0.002364693999999723
703,4746918998,fail,8.0,cas,1,,4.746918998,0.0019127760000001715
704,4747162411,invoke,6.0,write,1,,4.747162411,0.00024341299999974808
705,4747677400,invoke,4.0,read,1,,4.7476774,0.0005149890000000212
706,4751989122,ok,5.0,write,1,,4.751989122,0.0043117220000006284
707,4752104560,invoke,0.0,read,1,,4.75210456,0.00011543799999991222
708,4758283718,ok,7.0,cas,1,,4.758283718,0.006179158000000129
709,4758396458,ok,6.0,write,1,,4.758396458,0.00011273999999961148
710,4758438375,ok,2.0,read,1,,4.758438375,4.19169999998914e-05
711,4758467939,invoke,1.0,read,1,,4.758467939,2.956400000009296e-05
712,4759544436,invoke,7.0,write,1,,4.759544436,0.0010764969999996765
713,4761894044,ok,4.0,read,1,,4.761894044,0.0023496080000002806
714,4762553686,invoke,8.0,write,1,,4.762553686,0.0006596420000004599
715,4764537733,invoke,9.0,cas,1,,4.764537733,0.0019840469999996557
716,4768254420,ok,1.0,read,1,,4.76825442,0.0037166869999998298
717,4768320529,ok,3.0,read,1,,4.768320529,6.610900000048048e-05
718,4768349642,ok,0.0,read,1,,4.768349642,2.9113000000080547e-05
719,4768373388,ok,7.0,write,1,,4.768373388,2.3745999999214007e-05
720,4768394873,invoke,5.0,write,1,,4.768394873,2.1485000000431853e-05
721,4771007480,invoke,0.0,read,1,,4.77100748,0.002612606999999656
722,4774671851,invoke,6.0,write,1,,4.774671851,0.003664371000000166
723,4782095480,fail,9.0,cas,1,,4.78209548,0.007423628999999821
724,4782409888,ok,8.0,write,1,,4.782409888,0.00031440800000037683
725,4782516562,invoke,7.0,cas,1,,4.782516562,0.0001066739999995292
726,4786651055,ok,5.0,write,1,,4.786651055,0.004134493000000461
727,4786807426,invoke,5.0,cas,1,,4.786807426,0.00015637100000009951
728,4789821793,ok,6.0,write,1,,4.789821793,0.0030143669999995737
729,4790545711,ok,0.0,read,1,,4.790545711,0.0007239180000002676
730,4791261773,invoke,6.0,write,1,,4.791261773,0.0007160619999995177
731,4793357880,invoke,8.0,cas,1,,4.79335788,0.0020961070000007354
732,4794721272,fail,7.0,cas,1,,4.794721272,0.0013633920000000188
733,4794795895,invoke,0.0,read,1,,4.794795895,7.462299999971833e-05
734,4797160055,invoke,7.0,cas,1,,4.797160055,0.0023641599999999485
735,4802973976,ok,6.0,write,1,,4.802973976,0.005813920999999667
736,4803430146,fail,5.0,cas,1,,4.803430146,0.0004561700000005331
737,4803517295,invoke,9.0,write,1,,4.803517295,8.714899999962e-05
738,4809437306,fail,8.0,cas,1,,4.809437306,0.005920011000000613
739,4809608262,fail,7.0,cas,1,,4.809608262,0.00017095599999983335
740,4809672954,ok,0.0,read,1,,4.809672954,6.469199999958875e-05
741,4809721300,invoke,0.0,read,1,,4.8097213,4.8345999999810374e-05
742,4812062668,invoke,1.0,read,1,,4.812062668,0.002341368000000621
743,4813569863,invoke,2.0,read,1,,4.813569863,0.001507194999999406
744,4815387438,invoke,5.0,cas,1,,4.815387438,0.0018175750000004598
745,4819311194,invoke,3.0,read,1,,4.819311194,0.003923755999999834
746,4820090947,invoke,6.0,cas,1,,4.820090947,0.0007797529999997721
747,4823562387,ok,0.0,read,1,,4.823562387,0.0034714400000002144
748,4823717055,ok,9.0,write,1,,4.823717055,0.00015466800000041303
749,4824057758,ok,2.0,read,1,,4.824057758,0.00034070299999999776
750,4824097206,invoke,4.0,read,1,,4.824097206,3.944799999988646e-05
751,4828515682,ok,1.0,read,1,,4.828515682,0.0044184759999996714
752,4828738093,ok,5.0,cas,1,,4.828738093,0.00022241100000019998
753,4828778874,invoke,5.0,write,1,,4.828778874,4.078100000004525e-05
754,4830277014,ok,3.0,read,1,,4.830277014,0.0014981399999998146
755,4832339706,invoke,7.0,cas,1,,4.832339706,0.002062691999999977
756,4833974075,fail,6.0,cas,1,,4.833974075,0.0016343690000004685
757,4834040989,ok,4.0,read,1,,4.834040989,6.691399999958492e-05
758,4834072649,invoke,8.0,write,1,,4.834072649,3.1660000000321986e-05
759,4836172543,invoke,0.0,read,1,,4.836172543,0.002099893999999658
760,4836890223,invoke,1.0,read,1,,4.836890223,0.0007176800000001649
761,4837537691,invoke,6.0,cas,1,,4.837537691,0.0006474679999994848
762,4838133723,invoke,9.0,cas,1,,4.838133723,0.0005960320000006902
763,4838950499,invoke,2.0,read,1,,4.838950499,0.0008167759999997415
764,4841526249,invoke,3.0,read,1,,4.841526249,0.002575750000000099
765,4847015298,invoke,4.0,read,1,,4.847015298,0.0054890489999994685
766,4848670124,fail,7.0,cas,1,,4.848670124,0.0016548260000002202
767,4853013901,ok,2.0,read,1,,4.853013901,0.004343776999999882
768,4853111532,fail,9.0,cas,1,,4.853111532,9.763100000004243e-05
769,4853206282,invoke,7.0,write,1,,4.853206282,9.475000000058742e-05
770,4854246056,ok,1.0,read,1,,4.854246056,0.0010397739999996602
771,4854304934,invoke,1.0,read,1,,4.854304934,5.887799999992893e-05
772,4854768143,ok,8.0,write,1,,4.854768143,0.0004632090000002975
773,4854810459,ok,5.0,write,1,,4.854810459,4.231600000004221e-05
774,4855006560,ok,0.0,read,1,,4.85500656,0.00019610099999933794
775,4856311527,invoke,0.0,read,1,,4.856311527,0.0013049670000002678
776,4857184392,invoke,2.0,read,1,,4.857184392,0.0008728649999998339
777,4857923944,ok,3.0,read,1,,4.857923944,0.0007395520000006428
778,4857981076,ok,4.0,read,1,,4.857981076,5.713199999934915e-05
779,4858009817,invoke,3.0,read,1,,4.858009817,2.8741000000387373e-05
780,4860646193,invoke,4.0,read,1,,4.860646193,0.002636375999999885
781,4862003049,invoke,5.0,write,1,,4.862003049,0.0013568560000001284
782,4862654235,invoke,8.0,write,1,,4.862654235,0.0006511859999998038
783,4863639082,fail,6.0,cas,1,,4.863639082,0.0009848469999997889
784,4865929229,invoke,6.0,cas,1,,4.865929229,0.0022901470000000756
785,4866469974,invoke,9.0,cas,1,,4.866469974,0.0005407450000003422
786,4870351305,ok,2.0,read,1,,4.870351305,0.003881330999999655
787,4870756914,invoke,2.0,read,1,,4.870756914,0.00040560900000041755
788,4887424341,ok,0.0,read,1,,4.887424341,0.01666742699999979
789,4887656032,invoke,0.0,read,1,,4.887656032,0.00023169099999975629
790,4891707264,ok,1.0,read,1,,4.891707264,0.004051232000000127
791,4891870051,ok,8.0,write,1,,4.891870051,0.00016278699999983104
792,4891919003,invoke,1.0,read,2,,4.891919003,4.895200000021305e-05
793,4897495901,ok,4.0,read,1,,4.897495901,0.005576898000000163
794,4897535908,invoke,8.0,cas,2,,4.897535908,4.000699999995305e-05
795,4901931803,invoke,4.0,read,2,,4.901931803,0.0043958950000000385
796,4905052561,ok,7.0,write,1,,4.905052561,0.003120757999999668
797,4905149047,invoke,7.0,write,2,,4.905149047,9.64860000003398e-05
798,4916696335,fail,9.0,cas,1,,4.916696335,0.011547288000000044
799,4916898840,fail,6.0,cas,1,,4.91689884,0.00020250499999985294
800,4916950713,ok,3.0,read,1,,4.916950713,5.187300000031314e-05
801,4916990082,invoke,3.0,read,2,,4.916990082,3.936899999956722e-05
802,4924685859,ok,2.0,read,1,,4.924685859,0.007695777000000348
803,4924816071,ok,5.0,write,1,,4.924816071,0.00013021200000018496
804,4924855393,ok,1.0,read,2,,4.924855393,3.932199999923114e-05
805,4924882221,invoke,1.0,read,2,,4.924882221,2.6828000000200802e-05
806,4936738053,ok,4.0,read,2,,4.936738053,0.011855832000000177
807,4951708595,fail,8.0,cas,2,,4.951708595,0.014970542000000364
808,4951818240,ok,7.0,write,2,,4.95181824,0.00010964499999932542
809,4951841629,ok,0.0,read,1,,4.951841629,2.338899999987376e-05
810,4951866939,invoke,5.0,cas,2,,4.951866939,2.5310000000722255e-05
811,4958892834,invoke,2.0,read,2,,4.958892834,0.007025894999999949
812,4959374192,invoke,4.0,read,2,,4.959374192,0.0004813580000000428
813,4959714943,invoke,0.0,read,2,,4.959714943,0.0003407509999995284
814,4980785594,ok,3.0,read,2,,4.980785594,0.021070651000000495
815,4980927815,ok,1.0,read,2,,4.980927815,0.00014222099999994242
816,4980953911,invoke,6.0,cas,2,,4.980953911,2.6096000000030983e-05
817,4983723533,invoke,7.0,write,2,,4.983723533,0.0027696219999997496
818,4988813165,ok,2.0,read,2,,4.988813165,0.0050896319999997885
819,4988892509,ok,4.0,read,2,,4.988892509,7.93440000004253e-05
820,4988986032,invoke,8.0,write,2,,4.988986032,9.352299999942915e-05
821,4989445908,fail,5.0,cas,2,,4.989445908,0.00045987600000074735
822,4991075493,ok,0.0,read,2,,4.991075493,0.001629584999999878
823,4992507008,invoke,9.0,write,2,,4.992507008,0.0014315149999992727
824,4997559883,invoke,5.0,write,2,,4.997559883,0.005052875000000512
825,5013137825,fail,6.0,cas,2,,5.013137825,0.015577942000000178
826,5013710155,ok,9.0,write,2,,5.013710155,0.0005723299999997877
827,5013805895,ok,5.0,write,2,,5.013805895,9.57399999998998e-05
828,5013832891,invoke,0.0,read,2,,5.013832891,2.699599999989033e-05
829,5014677199,ok,7.0,write,2,,5.014677199,0.0008443080000004599
830,5014727971,invoke,1.0,read,2,,5.014727971,5.077199999981019e-05
831,5016289683,ok,8.0,write,2,,5.016289683,0.0015617119999999929
832,5018114446,invoke,5.0,cas,2,,5.018114446,0.001824763000000118
833,5019230289,invoke,2.0,read,2,,5.019230289,0.0011158430000000052
834,5021347924,invoke,6.0,cas,2,,5.021347924,0.002117634999999396
835,5023065268,ok,1.0,read,2,,5.023065268,0.0017173440000002316
836,5023576379,invoke,7.0,write,2,,5.023576379,0.0005111109999997865
837,5024857101,ok,0.0,read,2,,5.024857101,0.0012807220000006225
838,5024915338,invoke,8.0,cas,2,,5.024915338,5.823699999929488e-05
839,5026045750,invoke,9.0,cas,2,,5.02604575,0.0011304120000001916
840,5027270017,invoke,0.0,read,2,,5.027270017,0.0012242670000004452
841,5028786347,invoke,1.0,read,2,,5.028786347,0.0015163299999993995
842,5032630094,invoke,3.0,read,2,,5.032630094,0.0038437470000003415
843,5037543017,fail,5.0,cas,2,,5.037543017,0.0049129230000000135
844,5037691688,ok,1.0,read,2,,5.037691688,0.00014867099999982258
845,5037745238,ok,7.0,write,2,,5.037745238,5.355000000051291e-05
846,5037770397,ok,8.0,cas,2,,5.037770397,2.5158999999774778e-05
847,5037789479,invoke,1.0,read,2,,5.037789479,1.908199999967053e-05
848,5040646222,ok,2.0,read,2,,5.040646222,0.0028567430000006055
849,5040721907,fail,9.0,cas,2,,5.040721907,7.568499999965894e-05
850,5042510549,ok,0.0,read,2,,5.042510549,0.0017886420000001735
851,5042591996,fail,6.0,cas,2,,5.042591996,8.144699999945715e-05
852,5042626470,ok,3.0,read,2,,5.04262647,3.4474000000450644e-05
853,5042654842,invoke,5.0,cas,2,,5.042654842,2.8372000000054243e-05
854,5043311951,invoke,0.0,read,2,,5.043311951,0.0006571089999996005
855,5046506614,invoke,6.0,write,2,,5.046506614,0.003194663000000375
856,5047493996,invoke,7.0,cas,2,,5.047493996,0.0009873819999999256
857,5050487110,ok,1.0,read,2,,5.05048711,0.002993113999999686
858,5050773965,ok,0.0,read,2,,5.050773965,0.0002868550000005854
859,5050847717,invoke,3.0,read,2,,5.050847717,7.375199999959392e-05
860,5053234916,invoke,8.0,write,2,,5.053234916,0.002387199000000173
861,5054191186,invoke,0.0,read,2,,5.054191186,0.0009562699999996482
862,5058169041,fail,5.0,cas,2,,5.058169041,0.003977855000000474
863,5058942278,ok,6.0,write,2,,5.058942278,0.0007732369999997601
864,5059161765,invoke,6.0,cas,2,,5.059161765,0.00021948699999985166
865,5061200513,fail,7.0,cas,2,,5.061200513,0.0020387480000003677
866,5061275308,invoke,1.0,read,2,,5.061275308,7.479499999973882e-05
867,5061619648,ok,0.0,read,2,,5.061619648,0.000344339999999832
868,5064372991,invoke,9.0,cas,2,,5.064372991,0.0027533430000001857
869,5066393171,ok,8.0,write,2,,5.066393171,0.002020179999999705
870,5066783065,invoke,5.0,cas,2,,5.066783065,0.00038989400000044583
871,5067317887,invoke,0.0,read,2,,5.067317887,0.0005348219999996573
872,5070793519,ok,3.0,read,2,,5.070793519,0.0034756320000006724
873,5070844041,invoke,2.0,read,2,,5.070844041,5.05219999995532e-05
874,5071544858,invoke,7.0,write,2,,5.071544858,0.0007008170000002423
875,5072343375,invoke,8.0,write,2,,5.072343375,0.0007985169999997765
876,5079270237,invoke,3.0,read,2,,5.079270237,0.006926862000000256
877,5079994323,invoke,4.0,read,2,,5.079994323,0.0007240859999999572
878,5081153058,ok,0.0,read,2,,5.081153058,0.0011587349999997443
879,5081296870,invoke,0.0,read,2,,5.08129687,0.00014381200000013195
880,5084746693,fail,5.0,cas,2,,5.084746693,0.003449822999999519
881,5086226046,ok,1.0,read,2,,5.086226046,0.0014793530000005717
882,5086373611,fail,6.0,cas,2,,5.086373611,0.0001475649999997941
883,5086423973,ok,2.0,read,2,,5.086423973,5.036199999963742e-05
884,5086448911,invoke,1.0,read,2,,5.086448911,2.4938000000140903e-05
885,5089549263,ok,7.0,write,2,,5.089549263,0.0031003520000005835
886,5089622311,ok,3.0,read,2,,5.089622311,7.304799999996447e-05
887,5089652728,ok,4.0,read,2,,5.089652728,3.0416999999616223e-05
888,5089680373,invoke,2.0,read,2,,5.089680373,2.7645000000298126e-05
889,5090766633,fail,9.0,cas,2,,5.090766633,0.0010862600000001166
890,5090811087,ok,8.0,write,2,,5.090811087,4.445399999930544e-05
891,5093810229,ok,0.0,read,2,,5.093810229,0.0029991420000001767
892,5094436344,invoke,8.0,write,2,,5.094436344,0.0006261150000002047
893,5095254871,invoke,9.0,cas,2,,5.095254871,0.0008185269999998468
894,5098338518,ok,2.0,read,2,,5.098338518,0.0030836470000004113
895,5098484166,ok,1.0,read,2,,5.098484166,0.00014564800000016476
896,5098534135,invoke,5.0,write,2,,5.098534135,4.9968999999983055e-05
897,5101559005,invoke,6.0,cas,2,,5.101559005,0.0030248699999999573
898,5102753042,invoke,1.0,read,2,,5.102753042,0.001194036999999426
899,5106528812,invoke,2.0,read,2,,5.106528812,0.003775769999999845
900,5111304236,invoke,3.0,read,2,,5.111304236,0.004775423999999973
901,5111594278,ok,8.0,write,2,,5.111594278,0.00029004200000048996
902,5116217120,ok,5.0,write,2,,5.11621712,0.004622841999999849
903,5116412331,fail,9.0,cas,2,,5.116412331,0.000195211000000306
904,5116479008,fail,6.0,cas,2,,5.116479008,6.667699999951537e-05
905,5116506656,invoke,5.0,cas,2,,5.116506656,2.7648000000546347e-05
906,5121524451,ok,3.0,read,2,,5.121524451,0.0050177949999996585
907,5121652376,invoke,0.0,read,2,,5.121652376,0.00012792500000013973
908,5123858553,ok,2.0,read,2,,5.123858553,0.0022061769999996983
909,5124252084,ok,1.0,read,2,,5.124252084,0.0003935310000002801
910,5124302038,invoke,1.0,read,2,,5.124302038,4.995399999963013e-05
911,5125366453,invoke,7.0,cas,2,,5.125366453,0.0010644150000000963
912,5128240117,invoke,8.0,cas,2,,5.128240117,0.002873663999999998
913,5129634923,ok,0.0,read,2,,5.129634923,0.0013948060000004148
914,5130896520,fail,5.0,cas,2,,5.13089652,0.0012615970000000587
915,5131249181,invoke,0.0,read,2,,5.131249181,0.00035266099999997635
916,5133875733,fail,7.0,cas,2,,5.133875733,0.0026265519999997267
917,5134039037,invoke,5.0,cas,2,,5.134039037,0.00016330399999997525
918,5135572324,invoke,6.0,write,2,,5.135572324,0.0015332869999999943
919,5138661340,fail,8.0,cas,2,,5.13866134,0.003089015999999667
920,5139011335,invoke,2.0,read,2,,5.139011335,0.00034999500000054695
921,5139798183,invoke,3.0,read,2,,5.139798183,0.0007868479999997291
922,5141644368,ok,1.0,read,2,,5.141644368,0.0018461849999997781
923,5141690485,invoke,7.0,write,2,,5.141690485,4.61170000001232e-05
924,5143448843,invoke,8.0,cas,2,,5.143448843,0.0017583580000000154
925,5146165892,invoke,1.0,read,2,,5.146165892,0.002717049000000138
926,5148533698,invoke,9.0,cas,2,,5.148533698,0.0023678059999996393
927,5149153767,invoke,4.0,read,2,,5.149153767,0.0006200690000000009
928,5153535825,ok,6.0,write,2,,5.153535825,0.004382058000000022
929,5154339926,fail,5.0,cas,2,,5.154339926,0.000804100999999946
930,5154700884,ok,7.0,write,2,,5.154700884,0.00036095800000079947
931,5154768058,ok,0.0,read,2,,5.154768058,6.717399999978113e-05
932,5154796513,ok,1.0,read,2,,5.154796513,2.8454999999816266e-05
933,5154816515,ok,3.0,read,2,,5.154816515,2.0002000000296505e-05
934,5154838419,invoke,0.0,read,2,,5.154838419,2.1903999999572932e-05
935,5156914083,invoke,1.0,read,2,,5.156914083,0.0020756640000003657
936,5157152850,invoke,5.0,cas,2,,5.15715285,0.00023876699999991757
937,5161467650,ok,2.0,read,2,,5.16146765,0.004314799999999508
938,5161657549,fail,8.0,cas,2,,5.161657549,0.00018989900000043747
939,5161712480,invoke,6.0,write,2,,5.16171248,5.4931000000202346e-05
940,5168285742,fail,9.0,cas,2,,5.168285742,0.006573261999999858
941,5168461376,ok,5.0,cas,2,,5.168461376,0.00017563399999964702
942,5168514165,ok,0.0,read,2,,5.168514165,5.2789000000608155e-05
943,5168542192,ok,1.0,read,2,,5.168542192,2.8026999999930524e-05
944,5168561299,ok,4.0,read,2,,5.168561299,1.910699999996268e-05
945,5168602326,invoke,5.0,cas,2,,5.168602326,4.102699999997128e-05
946,5170454427,invoke,7.0,cas,2,,5.170454427,0.0018521009999998839
947,5172233972,ok,6.0,write,2,,5.172233972,0.0017795449999997714
948,5172446491,invoke,3.0,read,2,,5.172446491,0.00021251899999974455
949,5177155420,invoke,4.0,read,2,,5.17715542,0.004708929000000417
950,5177769340,fail,5.0,cas,2,,5.17776934,0.0006139200000001566
951,5181109583,invoke,5.0,write,2,,5.181109583,0.0033402429999993544
952,5182366122,invoke,0.0,read,2,,5.182366122,0.0012565390000007781
953,5184909137,ok,3.0,read,2,,5.184909137,0.0025430149999996488
954,5185014780,fail,7.0,cas,2,,5.18501478,0.00010564300000037719
955,5185061131,invoke,1.0,read,2,,5.185061131,4.635099999994452e-05
956,5186185407,invoke,8.0,cas,2,,5.186185407,0.0011242759999996466
957,5190543901,ok,4.0,read,2,,5.190543901,0.0043584939999998795
958,5190612603,ok,5.0,write,2,,5.190612603,6.870200000008708e-05
959,5190632159,ok,0.0,read,2,,5.190632159,1.9555999999809615e-05
960,5190645576,invoke,9.0,write,2,,5.190645576,1.3416999999904533e-05
961,5192262449,invoke,5.0,cas,2,,5.192262449,0.0016168730000005738
962,5196515800,fail,8.0,cas,2,,5.1965158,0.004253351000000016
963,5196701922,ok,1.0,read,2,,5.196701922,0.0001861219999996777
964,5196778278,invoke,0.0,read,2,,5.196778278,7.635600000011067e-05
965,5197322051,invoke,6.0,cas,2,,5.197322051,0.0005437730000004137
966,5202277612,ok,9.0,write,2,,5.202277612,0.0049555609999991646
967,5202502046,invoke,7.0,write,2,,5.202502046,0.0002244340000006062
968,5205261741,ok,0.0,read,2,,5.205261741,0.002759694999999951
969,5205587066,invoke,3.0,read,2,,5.205587066,0.00032532499999948783
970,5207959636,ok,5.0,cas,2,,5.207959636,0.0023725700000003513
971,5208206192,invoke,5.0,write,2,,5.208206192,0.0002465559999995648
972,5209599282,invoke,0.0,read,2,,5.209599282,0.0013930900000005408
973,5211185596,invoke,1.0,read,2,,5.211185596,0.0015863139999998666
974,5212844807,invoke,8.0,cas,2,,5.212844807,0.0016592109999997717
975,5216316140,ok,6.0,cas,2,,5.21631614,0.003471333000000243
976,5216829843,invoke,2.0,read,2,,5.216829843,0.0005137030000001985
977,5220105504,ok,7.0,write,2,,5.220105504,0.0032756609999999853
978,5221924702,invoke,9.0,write,2,,5.221924702,0.0018191979999997443
979,5224483197,ok,0.0,read,2,,5.224483197,0.0025584949999997164
980,5224557917,ok,1.0,read,2,,5.224557917,7.472000000063872e-05
981,5224585008,ok,5.0,write,2,,5.224585008,2.709099999975706e-05
982,5224604176,ok,3.0,read,2,,5.224604176,1.9167999999680774e-05
983,5224620376,invoke,5.0,write,2,,5.224620376,1.6200000000132775e-05
984,5225646957,invoke,6.0,write,2,,5.225646957,0.001026581000000526
985,5226398257,fail,8.0,cas,2,,5.226398257,0.0007512999999992331
986,5226453444,invoke,7.0,write,2,,5.226453444,5.51870000000676e-05
987,5226754291,invoke,3.0,read,2,,5.226754291,0.000300847000000104
988,5227327797,ok,2.0,read,2,,5.227327797,0.000573506000000279
989,5230272204,invoke,8.0,write,2,,5.230272204,0.0029444070000002043
990,5234089246,invoke,4.0,read,2,,5.234089246,0.0038170419999996597
991,5234920060,ok,3.0,read,2,,5.23492006,0.0008308140000004016
992,5235006486,invoke,0.0,read,2,,5.235006486,8.642599999930667e-05
993,5236458815,invoke,1.0,read,2,,5.236458815,0.001452329000000141
994,5237481803,invoke,2.0,read,2,,5.237481803,0.0010229879999998914
995,5241870564,ok,5.0,write,2,,5.241870564,0.004388761000000407
996,5242121256,ok,6.0,write,2,,5.242121256,0.00025069199999983027
997,5242211974,invoke,3.0,read,2,,5.242211974,9.071800000004515e-05
998,5244289800,ok,9.0,write,2,,5.2442898,0.0020778259999998383
999,5244370041,invoke,9.0,cas,2,,5.244370041,8.024100000003642e-05
1000,5244884636,ok,8.0,write,2,,5.244884636,0.0005145950000002841
1001,5244924159,ok,7.0,write,2,,5.244924159,3.952299999987474e-05
1002,5244964598,invoke,5.0,write,2,,5.244964598,4.0439000000169756e-05
1003,5248966900,ok,1.0,read,2,,5.2489669,0.004002301999999958
1004,5249030569,invoke,1.0,read,2,,5.249030569,6.366900000021047e-05
1005,5250020258,ok,2.0,read,2,,5.250020258,0.0009896889999998493
1006,5253624472,ok,0.0,read,2,,5.253624472,0.0036042140000001055
1007,5253809917,ok,4.0,read,2,,5.253809917,0.00018544499999961772
1008,5253838097,invoke,6.0,cas,2,,5.253838097,2.8180000000155303e-05
1009,5254360260,invoke,2.0,read,2,,5.25436026,0.0005221630000002975
1010,5259799096,ok,3.0,read,2,,5.259799096,0.005438835999999725
1011,5260452591,ok,5.0,write,2,,5.260452591,0.0006534949999998929
1012,5260637387,ok,1.0,read,2,,5.260637387,0.0001847960000000981
1013,5260682621,invoke,5.0,write,2,,5.260682621,4.523399999989408e-05
1014,5262340259,invoke,7.0,cas,2,,5.262340259,0.0016576380000001834
1015,5264515522,fail,9.0,cas,2,,5.264515522,0.0021752629999998163
1016,5264565177,invoke,8.0,cas,2,,5.264565177,4.965499999975975e-05
1017,5264975599,ok,6.0,cas,2,,5.264975599,0.00041042199999985485
1018,5265018948,invoke,6.0,write,2,,5.265018948,4.3349000000247884e-05
1019,5265564167,invoke,9.0,cas,2,,5.265564167,0.0005452190000001522
1020,5270489970,ok,2.0,read,2,,5.27048997,0.004925802999999895
1021,5270613710,invoke,0.0,read,2,,5.27061371,0.00012374000000026086
1022,5271263259,ok,5.0,write,2,,5.271263259,0.0006495490000002491
1023,5271398310,invoke,1.0,read,2,,5.27139831,0.00013505099999999715
1024,5275163188,invoke,5.0,cas,2,,5.275163188,0.00376487799999925
1025,5282440946,ok,6.0,write,2,,5.282440946,0.007277758000000745
1026,5282584875,invoke,2.0,read,2,,5.282584875,0.0001439290000000426
1027,5283036433,invoke,3.0,read,2,,5.283036433,0.00045155799999996304
1028,5288518322,fail,8.0,cas,2,,5.288518322,0.0054818889999994624
1029,5288693958,fail,7.0,cas,2,,5.288693958,0.0001756359999998125
1030,5288755968,ok,9.0,cas,2,,5.288755968,6.201000000061185e-05
1031,5288772620,ok,1.0,read,2,,5.28877262,1.665199999933975e-05
1032,5288789005,invoke,4.0,read,2,,5.288789005,1.638500000034071e-05
1033,5290792969,invoke,1.0,read,2,,5.290792969,0.0020039640000000247
1034,5291360207,fail,5.0,cas,2,,5.291360207,0.0005672380000003585
1035,5291395710,invoke,5.0,cas,2,,5.29139571,3.550299999943718e-05
1036,5293558642,ok,0.0,read,2,,5.293558642,0.002162932000000062
1037,5293973573,invoke,0.0,read,2,,5.293973573,0.00041493099999989624
1038,5297711765,ok,1.0,read,2,,5.297711765,0.00373819200000014
1039,5297887753,ok,4.0,read,2,,5.297887753,0.0001759880000005154
1040,5297941472,ok,2.0,read,2,,5.297941472,5.3718999999397e-05
1041,5297962574,invoke,1.0,read,2,,5.297962574,2.1101999999828536e-05
1042,5301617594,invoke,7.0,cas,2,,5.301617594,0.0036550200000000643
1043,5302503128,fail,5.0,cas,2,,5.302503128,0.0008855340000000211
1044,5304792675,invoke,8.0,cas,2,,5.304792675,0.0022895470000001694
1045,5308012997,ok,3.0,read,2,,5.308012997,0.0032203219999997756
1046,5308180399,ok,0.0,read,2,,5.308180399,0.0001674020000006493
1047,5308240459,invoke,9.0,write,2,,5.308240459,6.0060000000028424e-05
1048,5310534647,ok,1.0,read,2,,5.310534647,0.0022941879999995862
1049,5310600608,invoke,0.0,read,2,,5.310600608,6.596099999978122e-05
1050,5311028865,fail,7.0,cas,2,,5.311028865,0.000428257000000265
1051,5311078003,invoke,1.0,read,2,,5.311078003,4.913800000050372e-05
1052,5316907174,fail,8.0,cas,2,,5.316907174,0.005829170999999356
1053,5316999471,invoke,5.0,cas,2,,5.316999471,9.229700000012997e-05
1054,5319798573,invoke,2.0,read,2,,5.319798573,0.0027991019999999978
1055,5322070962,ok,9.0,write,2,,5.322070962,0.0022723889999998192
1056,5322603204,invoke,3.0,read,2,,5.322603204,0.0005322420000002381
1057,5323124495,ok,0.0,read,2,,5.323124495,0.0005212910000000903
1058,5324388939,ok,1.0,read,2,,5.324388939,0.0012644440000002533
1059,5326339170,invoke,6.0,cas,2,,5.32633917,0.0019502309999994694
1060,5328532779,fail,5.0,cas,2,,5.328532779,0.0021936089999998742
1061,5328642219,ok,2.0,read,2,,5.328642219,0.00010944000000012721
1062,5328667612,invoke,0.0,read,2,,5.328667612,2.5393000000484278e-05
1063,5330721688,invoke,1.0,read,2,,5.330721688,0.002054075999999405
1064,5332685015,invoke,2.0,read,2,,5.332685015,0.0019633270000003478
1065,5334055954,ok,3.0,read,2,,5.334055954,0.001370939000000071
1066,5334141092,ok,6.0,cas,2,,5.334141092,8.513800000020666e-05
1067,5334567222,invoke,3.0,read,2,,5.334567222,0.00042613000000013557
1068,5335831291,invoke,4.0,read,2,,5.335831291,0.0012640689999994237
1069,5338306768,ok,0.0,read,2,,5.338306768,0.002475476999999948
1070,5338458599,invoke,5.0,write,2,,5.338458599,0.0001518310000001577
1071,5339818640,ok,2.0,read,2,,5.33981864,0.0013600409999998675
1072,5339904927,invoke,6.0,cas,2,,5.339904927,8.628700000024025e-05
1073,5342670587,invoke,2.0,read,2,,5.342670587,0.00276565999999967
1074,5345672124,ok,3.0,read,2,,5.345672124,0.003001537000000276
1075,5346208013,invoke,7.0,cas,2,,5.346208013,0.0005358890000000116
1076,5347582592,ok,1.0,read,2,,5.347582592,0.0013745790000001534
1077,5347648885,invoke,8.0,write,2,,5.347648885,6.62929999997175e-05
1078,5351647209,invoke,9.0,cas,2,,5.351647209,0.003998324000000331
1079,5354277830,ok,5.0,write,2,,5.35427783,0.0026306209999997776
1080,5354342469,invoke,0.0,read,2,,5.354342469,6.46389999996444e-05
1081,5356953964,invoke,1.0,read,2,,5.356953964,0.0026114950000000192
1082,5359530828,ok,2.0,read,2,,5.359530828,0.002576863999999901
1083,5359578844,ok,8.0,write,2,,5.359578844,4.801600000003958e-05
1084,5359605963,ok,4.0,read,2,,5.359605963,2.7119000000297433e-05
1085,5359624951,fail,6.0,cas,2,,5.359624951,1.898799999988654e-05
